"","SCHOOL_TYPE","RACE","FAM_COMP","SES","PT_ED","PT_PUSH","COMP_HOME","HAS_INTERNET","TEACHER_TECH_ACCESS","PERC_SOPH_COLLEGE_PREP","LOWEST_TEACHER_SALARY_THOUSANDS","TEST_COMP","SESQU_2011","DROPPED_OUT","ED_ATNMT_BACHELORS","PT_ED_YEARS","PT_PUSH_YEARS","SES_2011","BYA50A_1","BYA50B_1","BYA50C_1","BYA50D_1","BYA50E_1","BYA50F_1","BYA50G_1","BYA50H_1","BYA50K_1","FREE_LUNCH_CATEGORIES","FREE_LUNCH_MAJ"
"4873","Public","White","Two Parents",-0.26,"Bachelors","Advanced Degree","1","1",15,94,27.42,62.48,"2",FALSE,TRUE,8,10,0.35,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4874","Public","Hispanic","Two Parents",1.19,"Advanced Degree","Advanced Degree","1","1",15,94,27.42,66.78,"4",FALSE,TRUE,10,12,1.27,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4875","Public","White","Two Parents",0.37,"Bachelors","Advanced Degree","1","1",15,94,27.42,50.93,"3",FALSE,FALSE,8,10,0.18,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4876","Public","Black","Single/Absent Parent",-0.33,"Attend PS/Associate's","Advanced Degree","1","1",15,94,27.42,45.56,"2",FALSE,FALSE,5,10,0.38,2,2,2,2,2,1,1,3,1,"<=5%",FALSE
"4877","Public","White","Two Parents",0.56,"Advanced Degree","Bachelor's","1","1",15,94,27.42,53.19,"3",FALSE,TRUE,10,8,0.19,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4878","Public","White","Two Parents",0.85,"Bachelors","Bachelor's","1","1",15,94,27.42,63.49,"4",FALSE,TRUE,8,8,0.89,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4879","Public","White","Two Parents",0.25,"Some HS/GED","Bachelor's","1","1",15,94,27.42,47.58,"2",FALSE,FALSE,4,8,0.34,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4880","Public","White","Two Parents",0.66,"Bachelors","Bachelor's","1","1",15,94,27.42,47.08,"3",FALSE,TRUE,8,8,0.49,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4881","Public","White","Two Parents",0.31,"Attend PS/Associate's","Advanced Degree","1","1",15,94,27.42,66.32,"4",FALSE,TRUE,7,10,0.81,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4882","Public","White","Two Parents",-0.5,"Some HS/GED","Bachelor's","1","1",15,94,27.42,65.27,"2",FALSE,FALSE,4,8,0.29,2,2,2,2,2,1,1,3,1,"<=30%",FALSE
"4883","Public",NA,"Single/Absent Parent",-0.18,"Attend PS/Associate's","Bachelor's","1","1",0,-8,14.28,41.28,"2",FALSE,FALSE,6,8,0.37,4,4,4,4,4,3,3,3,4,"<=30%",FALSE
"4884","Public","White","Two Parents",-0.75,"Some HS/GED","Bachelor's","1","0",15,55,28.5,42.88,"3",FALSE,FALSE,4,8,0.35,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4885","Public","White","Two Parents",-1.01,"Some HS/GED","Bachelor's","1","0",15,55,28.5,44.02,"2",TRUE,FALSE,4,8,0.42,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4886","Public","Black","Single/Absent Parent",-1.03,"Some HS/GED","Advanced Degree","1","1",15,55,28.5,41.49,"2",FALSE,TRUE,4,12,0.02,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4887","Public","White","Two Parents",-0.76,"Some HS/GED","Advanced Degree","1","1",15,55,28.5,39.61,"2",TRUE,FALSE,4,10,0.08,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4888","Public","White","Two Parents",0.1,"Bachelors","Bachelor's","1","1",15,55,28.5,40.18,"2",FALSE,FALSE,8,8,0.22,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4889","Public","White","Two Parents",-0.47,"Some HS/GED","Some HS/GED","1","1",15,55,28.5,57.26,"2",TRUE,FALSE,4,4,0.05,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4890","Public","Other","Two Parents",0.05,"Bachelors","Advanced Degree","1","1",15,55,28.5,67.18,"2",FALSE,FALSE,8,12,0.4,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4891","Public","White","Two Parents",0.41,"Attend PS/Associate's","Bachelor's","1","1",15,55,28.5,69.88,"1",TRUE,FALSE,6,8,0.24,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4892","Public","Black","Two Parents",-0.3,"Attend PS/Associate's","Advanced Degree","1","0",15,55,28.5,47.11,"3",FALSE,FALSE,7,10,0.41,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4893","Public","White","Two Parents",-0.84,"Some HS/GED","Bachelor's","1","1",15,55,28.5,48.57,"3",FALSE,FALSE,4,8,0.28,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4894","Public","White","Two Parents",0.89,"Bachelors","Bachelor's","1","1",15,55,28.5,52.53,"3",FALSE,TRUE,8,8,0.08,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4895","Public","White","Two Parents",-0.29,"Some HS/GED","Bachelor's","1","0",15,55,28.5,61.08,"2",FALSE,FALSE,4,6,0.31,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4896","Public","Black","Two Parents",-0.38,"Attend PS/Associate's","Bachelor's","1","0",15,55,28.5,49.64,"2",FALSE,FALSE,5,8,0.36,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4897","Public","Black","Single/Absent Parent",-1.26,"Some HS/GED","Some HS/GED","1","1",15,55,28.5,33.51,"2",TRUE,FALSE,4,4,0.49,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4898","Public","White","Two Parents",-0.25,"Some HS/GED","Advanced Degree","1","1",15,55,28.5,39.25,"1",TRUE,FALSE,4,12,0.23,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4899","Public","White","Two Parents",-0.33,"Some HS/GED","Bachelor's","1","1",15,55,28.5,52.48,"4",FALSE,FALSE,4,8,0.78,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4900","Public","White","Two Parents",0.55,"Attend PS/Associate's","Bachelor's","1","1",15,55,28.5,54.64,"2",FALSE,FALSE,5,8,0.18,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4901","Public","White","Two Parents",-0.43,"Some HS/GED","Bachelor's","1","1",15,55,28.5,57.64,"1",FALSE,FALSE,4,8,0.17,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4902","Public","White","Two Parents",0.46,"Bachelors","Advanced Degree","1","1",15,55,28.5,63.26,"4",FALSE,TRUE,8,10,0.64,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4903","Public","Hispanic","Two Parents",0.61,"Bachelors","Bachelor's","1","1",15,55,28.5,41.51,"1",FALSE,FALSE,8,8,0.03,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4904","Public","White","Two Parents",-0.5,"Some HS/GED","Bachelor's","0","1",15,55,28.5,34.56,"1",FALSE,FALSE,4,8,0.2,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4905","Public","White","Two Parents",-0.09,"Attend PS/Associate's","Bachelor's","1","1",15,55,28.5,50.08,"2",FALSE,FALSE,6,6,0.13,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4906","Public","White","Two Parents",-0.22,"Some HS/GED","Bachelor's","1","1",15,55,28.5,54.66,"2",TRUE,FALSE,4,8,0.33,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4907","Public","White","Single/Absent Parent",-0.56,"Some HS/GED","Advanced Degree","1","1",15,55,28.5,47.05,"1",TRUE,FALSE,4,10,0.07,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4908","Public","White","Two Parents",0.28,"Bachelors","Advanced Degree","1","1",15,55,28.5,58.03,"4",FALSE,TRUE,8,10,1.25,1,1,1,1,1,1,1,1,1,"<=30%",FALSE
"4909","Public","White","Two Parents",0.39,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,25.854,51.12,"4",FALSE,FALSE,7,10,0.83,3,3,4,3,4,4,3,3,4,"<=30%",FALSE
"4910","Public","White","Two Parents",0.54,"Advanced Degree","Bachelor's","1","1",0,-7,25.854,53.74,"3",FALSE,TRUE,10,8,0.02,3,3,2,1,1,2,1,2,1,"<=30%",FALSE
"4911","Public","Hispanic","Two Parents",0.32,"Attend PS/Associate's","Bachelor's","1","1",0,-7,19,54.35,"3",FALSE,FALSE,5,8,0.09,2,2,1,1,1,2,1,2,2,"<=30%",FALSE
"4912","Public","White","Two Parents",-0.7,"Some HS/GED","Some HS/GED","1","1",0,-7,25,42.27,"1",TRUE,FALSE,4,6,0.38,2,2,2,2,1,2,1,2,1,"<=5%",FALSE
"4913","Public","White","Two Parents",-0.04,"Some HS/GED","Bachelor's","1","1",0,-7,28,56.39,"3",FALSE,FALSE,4,8,0.13,3,1,4,3,2,2,2,2,2,"<=30%",FALSE
"4914","Public","White","Two Parents",1.46,"Advanced Degree","Bachelor's","1","1",0,-7,23.358,72.19,"2",FALSE,TRUE,12,8,0.1,1,1,1,2,1,2,2,3,2,"<=30%",FALSE
"4915","Public","White","Two Parents",0.06,"Attend PS/Associate's","Advanced Degree","1","1",0,-7,25.854,46.85,"3",FALSE,TRUE,7,12,0.49,1,3,3,3,2,2,2,2,3,"<=30%",FALSE
"4916","Public","Other","Single/Absent Parent",-0.91,"Attend PS/Associate's","Bachelor's","0","1",0,-7,26,44.84,"2",FALSE,FALSE,7,6,0,2,2,2,2,3,3,3,3,4,"<=30%",FALSE
"4917","Public","Black","Two Parents",1.17,"Advanced Degree","Bachelor's","1","0",0,-7,21.5,49.96,"3",FALSE,TRUE,12,8,0.25,3,3,4,4,3,2,1,3,3,"<=30%",FALSE
"4918","Public","White","Two Parents",1.45,"Advanced Degree","Advanced Degree","1","1",0,-7,20.67,59.84,"3",FALSE,TRUE,12,10,0.29,3,3,3,4,3,2,2,3,3,"<=30%",FALSE
"4919","Public","White","Two Parents",0.65,"Bachelors","Advanced Degree","1","1",0,-7,29.052,61.83,"4",FALSE,TRUE,8,12,0.52,3,3,3,4,4,3,1,1,2,"<=30%",FALSE
"4920","Public","White","Two Parents",1.12,"Advanced Degree","Bachelor's","1","1",0,-7,10.5,65.22,"3",FALSE,TRUE,10,8,0.25,4,4,4,4,3,4,4,4,4,"<=30%",FALSE
"4921","Public","Other","Two Parents",0.89,"Bachelors","Bachelor's","1","1",0,-7,25.854,54.12,"3",FALSE,TRUE,8,8,0.16,1,2,2,3,1,2,1,2,1,"<=30%",FALSE
"4922","Public","Black","Two Parents",-0.17,"Attend PS/Associate's","Bachelor's","1","1",0,-7,21.525,39.11,"1",FALSE,FALSE,6,8,0.35,3,2,3,4,3,4,4,4,4,"<=30%",FALSE
"4923","Public","White","Two Parents",0.71,"Bachelors","Bachelor's","1","1",0,-7,24,63.35,"3",FALSE,FALSE,8,8,0.39,1,1,1,3,2,1,1,2,2,"<=30%",FALSE
"4924","Public","White","Two Parents",0.12,"Attend PS/Associate's","Bachelor's","1","1",0,-7,21.525,64.98,"4",FALSE,FALSE,6,8,0.65,3,3,3,4,3,4,3,3,4,"<=30%",FALSE
"4925","Public","White","Two Parents",0.51,"Bachelors","Advanced Degree","1","1",0,-7,25,69.97,"4",FALSE,TRUE,8,10,0.83,2,4,3,4,4,2,2,2,3,"<=30%",FALSE
"4926","Public","Black","Two Parents",0.73,"Bachelors","Advanced Degree","1","1",0,-7,17,66.05,"2",FALSE,FALSE,8,10,0.03,2,2,2,3,3,3,1,3,1,"<=5%",FALSE
"4927","Public","White","Two Parents",1.72,"Advanced Degree","Bachelor's","1","1",0,-7,20.67,71.47,"3",FALSE,TRUE,12,8,0.32,3,3,3,3,2,3,2,2,3,"<=30%",FALSE
"4928","Public","White","Two Parents",-0.27,"Some HS/GED","Advanced Degree","1","1",0,-7,17.16,45.93,"1",TRUE,FALSE,4,12,0.02,2,3,3,4,3,3,2,3,4,"<=30%",FALSE
"4929","Public","Other","Two Parents",-0.24,"Some HS/GED","Advanced Degree","1","1",0,-7,12.305,44.24,"3",FALSE,FALSE,4,12,0.08,1,2,1,2,2,2,1,1,1,"<=30%",FALSE
"4930","Public","Black","Single/Absent Parent",-0.37,"Attend PS/Associate's","Bachelor's","0","0",0,-7,20.67,44.76,"2",FALSE,FALSE,5,8,0,2,2,3,4,3,3,2,2,2,"<=30%",FALSE
"4931","Public","White","Two Parents",0.38,"Attend PS/Associate's","Bachelor's","1","1",0,-7,27.9,52.58,"4",FALSE,TRUE,7,8,0.55,3,3,3,3,3,3,2,2,3,"<=30%",FALSE
"4932","Public","Black","Single/Absent Parent",-0.58,"Some HS/GED","Bachelor's","1","1",0,-7,12.305,41.39,"1",FALSE,FALSE,4,8,0.12,1,1,1,2,1,1,2,2,2,"<=30%",FALSE
"4933","Public","White","Two Parents",0.57,"Bachelors","Bachelor's","1","1",0,-7,32,55.77,"3",FALSE,TRUE,8,8,0.27,1,1,1,1,2,2,2,1,2,"<=30%",FALSE
"4934","Public","White","Two Parents",-0.42,"Some HS/GED","Some HS/GED","0","0",0,-7,25,49.43,"3",FALSE,FALSE,4,4,0.19,1,1,3,2,2,2,2,2,3,"<=5%",FALSE
"4935","Public",NA,"Two Parents",0.34,"Bachelors","Bachelor's","1","1",0,-8,28,54.89,"2",FALSE,TRUE,8,8,0.24,1,1,2,2,3,3,2,3,2,"<=30%",FALSE
"4936","Public","Black","Two Parents",-0.97,"Some HS/GED","Advanced Degree","1","1",12,60,26.826,50.02,"3",FALSE,FALSE,4,12,0.2,3,3,3,4,4,3,2,3,4,"<=5%",FALSE
"4937","Public","White","Single/Absent Parent",-1.09,"Some HS/GED","Some HS/GED","0","0",12,60,26.826,50.75,"3",FALSE,FALSE,4,4,0.16,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4938","Public","White","Single/Absent Parent",-0.41,"Attend PS/Associate's","Bachelor's","1","1",12,60,26.826,51.57,"2",FALSE,FALSE,6,6,0.19,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4939","Public","White","Two Parents",0.7,"Bachelors","Advanced Degree","1","1",12,60,26.826,61.78,"3",FALSE,FALSE,8,12,0.35,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4940","Public","White","Single/Absent Parent",0.29,"Attend PS/Associate's","Advanced Degree","1","1",12,60,26.826,64.29,"4",FALSE,FALSE,5,10,0.78,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4941","Public","White","Single/Absent Parent",0.03,"Some HS/GED","Bachelor's","1","1",12,60,26.826,60.64,"2",FALSE,FALSE,4,8,0.49,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4942","Public","White","Single/Absent Parent",-0.39,"Some HS/GED","Bachelor's","1","1",12,60,26.826,59.17,"1",FALSE,FALSE,4,6,0.01,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4943","Public","White","Two Parents",0.23,"Bachelors","Bachelor's","1","1",12,60,26.826,46.26,"3",FALSE,FALSE,8,6,0.38,3,3,3,4,4,3,2,3,4,"<=5%",FALSE
"4944","Public","Black","Single/Absent Parent",-1.06,"Some HS/GED","Bachelor's","1","1",12,60,26.826,57.27,"2",FALSE,FALSE,4,8,0.3,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4945","Public","White","Two Parents",-1.05,"Some HS/GED","Bachelor's","1","1",12,60,26.826,46.04,"1",TRUE,FALSE,4,8,0.01,3,3,3,4,4,3,2,3,4,"<=5%",FALSE
"4946","Public","White","Single/Absent Parent",-1.05,"Attend PS/Associate's","Some HS/GED","0","1",12,60,26.826,48.36,"1",FALSE,FALSE,6,4,0.3,3,3,3,4,4,3,2,3,4,"<=5%",FALSE
"4947","Public","White","Single/Absent Parent",-0.09,"Attend PS/Associate's","Bachelor's","1","1",12,60,26.826,48.82,"4",FALSE,FALSE,5,8,1.03,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4948","Public","White","Two Parents",1.31,"Advanced Degree","Bachelor's","1","1",12,60,26.826,65.88,"4",FALSE,TRUE,10,8,0.76,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4949","Public","White","Two Parents",0.49,"Attend PS/Associate's","Bachelor's","1","1",12,60,26.826,59.07,"4",FALSE,TRUE,7,8,0.79,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4950","Public","White","Two Parents",0.72,"Bachelors","Bachelor's","1","1",12,60,26.826,48.64,"1",FALSE,FALSE,8,8,0.32,3,3,3,4,4,3,2,3,4,"<=30%",FALSE
"4951","Public","White","Two Parents",-0.18,"Attend PS/Associate's","Advanced Degree","1","1",15,40,29.8,47.46,"1",FALSE,FALSE,6,10,0.29,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4952","Public","White","Two Parents",-0.07,"Attend PS/Associate's","Advanced Degree","1","1",15,40,29.8,60.81,"3",FALSE,TRUE,5,10,0.28,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"4953","Public","Black","Single/Absent Parent",-1.27,"Attend PS/Associate's","Bachelor's","1","0",15,40,29.8,42.49,"1",FALSE,FALSE,6,8,0.04,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4954","Public","White","Two Parents",-0.69,"Some HS/GED","Bachelor's","1","1",15,40,29.8,42.75,"1",FALSE,FALSE,4,8,0.21,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4955","Public","Black","Two Parents",-0.27,"Attend PS/Associate's","Advanced Degree","1","1",15,40,29.8,43.69,"3",FALSE,TRUE,7,12,0.05,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4956","Public","Black","Single/Absent Parent",-0.39,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,57.96,"1",FALSE,FALSE,5,6,0,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4957","Public","Other","Two Parents",-1.35,"Some HS/GED","Bachelor's","0","0",15,40,29.8,45.65,"1",FALSE,FALSE,4,8,0.17,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4958","Public","Black","Single/Absent Parent",-0.37,"Attend PS/Associate's","Bachelor's","0","0",15,40,29.8,54.54,"1",FALSE,FALSE,5,8,0.31,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4959","Public","White","Two Parents",-0.14,"Attend PS/Associate's","Bachelor's","0","0",15,40,29.8,54.82,"1",FALSE,FALSE,6,8,0.1,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4960","Public","White","Two Parents",0.21,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,49.37,"2",FALSE,FALSE,5,8,0.26,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4961","Public","White","Two Parents",-0.01,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,48.77,"3",FALSE,FALSE,5,6,0.22,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4962","Public","White","Two Parents",1.47,"Advanced Degree","Bachelor's","1","1",15,40,29.8,55.04,"4",FALSE,TRUE,10,8,0.96,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4963","Public","White","Two Parents",-1.12,"Some HS/GED","Bachelor's","1","1",15,40,29.8,52.32,"3",FALSE,TRUE,1,6,0.01,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4964","Public","White","Two Parents",0.7,"Bachelors","Bachelor's","1","1",15,40,29.8,58.21,"4",FALSE,TRUE,8,8,0.71,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4965","Public","Black","Two Parents",0,"Advanced Degree","Advanced Degree","1","1",15,40,29.8,51.95,"4",FALSE,TRUE,10,10,1.32,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4966","Public","White","Two Parents",-0.21,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,61.01,"3",FALSE,FALSE,7,6,0.17,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4967","Public","White","Two Parents",-0.85,"Some HS/GED","Bachelor's","1","0",15,40,29.8,26.98,"1",TRUE,FALSE,4,8,0.29,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"4968","Public","White","Two Parents",0.73,"Advanced Degree","Advanced Degree","1","0",15,40,29.8,66.63,"4",FALSE,TRUE,10,10,0.9,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4969","Public","Black","Two Parents",-0.35,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,48.46,"2",FALSE,FALSE,5,8,0.08,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4970","Public","White","Two Parents",0.18,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,52.81,"4",FALSE,TRUE,7,8,0.87,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4971","Public","White","Single/Absent Parent",-0.6,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,56.4,"1",FALSE,FALSE,7,6,0.08,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"4972","Public","White","Two Parents",-1.26,"Some HS/GED","Bachelor's","1","1",15,40,29.8,56.17,"2",FALSE,FALSE,1,8,0.14,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4973","Public","White","Single/Absent Parent",0.26,"Attend PS/Associate's","Bachelor's","1","1",15,40,29.8,51.59,"3",FALSE,TRUE,7,8,0.29,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4974","Public","White","Two Parents",-1.16,"Some HS/GED","Bachelor's","0","0",15,40,29.8,67.99,"2",FALSE,FALSE,1,8,0.07,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4975","Public","White","Two Parents",0.49,"Bachelors","Advanced Degree","1","1",15,40,29.8,67.49,"4",FALSE,TRUE,8,10,0.98,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4976","Public","White","Single/Absent Parent",-0.22,"Some HS/GED","Advanced Degree","1","1",15,40,29.8,56.9,"4",FALSE,TRUE,4,10,0.79,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4977","Public","Black","Two Parents",-0.5,"Some HS/GED","Bachelor's","1","1",15,40,29.8,48.41,"2",FALSE,FALSE,4,8,0.24,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4978","Public","White","Single/Absent Parent",0.03,"Bachelors","Bachelor's","1","1",15,40,29.8,49.73,"3",FALSE,FALSE,8,8,0.16,1,1,1,1,1,1,1,1,1,"<=50%",FALSE
"4979","Public","White","Two Parents",1.11,"Advanced Degree","Bachelor's","1","1",15,70,32.5,48.71,"4",FALSE,FALSE,10,8,0.53,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4980","Public","Hispanic","Single/Absent Parent",0.14,"Attend PS/Associate's","Advanced Degree","1","1",15,70,32.5,57.32,"3",FALSE,TRUE,7,10,0.3,1,2,1,1,1,1,1,1,1,"<=5%",FALSE
"4981","Public","White","Two Parents",-0.51,"Some HS/GED","Bachelor's","1","0",15,70,32.5,67.82,"4",FALSE,TRUE,4,8,0.96,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4982","Public","White","Two Parents",0.45,"Bachelors","Bachelor's","1","1",15,70,32.5,62.08,"2",FALSE,FALSE,8,8,0.09,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4983","Public","White","Single/Absent Parent",0.41,"Bachelors","Advanced Degree","1","1",15,70,32.5,66.52,"4",FALSE,TRUE,8,10,0.75,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4984","Public","White","Single/Absent Parent",-0.12,"Attend PS/Associate's","Advanced Degree","1","1",15,70,32.5,49.85,"3",TRUE,FALSE,5,12,0.29,1,2,1,1,1,1,1,1,1,"<=5%",FALSE
"4985","Public","Black","Single/Absent Parent",-0.53,"Some HS/GED","Advanced Degree","1","1",15,70,32.5,48.87,"1",FALSE,TRUE,4,10,0.03,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4986","Public","White","Two Parents",0.36,"Attend PS/Associate's","Bachelor's","1","1",15,70,32.5,61.49,"4",FALSE,FALSE,6,8,0.75,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4987","Public","White","Two Parents",0.98,"Advanced Degree","Advanced Degree","1","1",15,70,32.5,61.34,"4",FALSE,TRUE,10,10,0.7,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4988","Public","White","Two Parents",0.96,"Bachelors","Bachelor's","1","1",15,70,32.5,62.62,"4",FALSE,TRUE,8,8,1.07,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4989","Public","Black","Two Parents",0.65,"Bachelors","Advanced Degree","1","1",15,70,32.5,46.99,"2",FALSE,TRUE,8,12,0,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4990","Public","Black","Single/Absent Parent",-0.29,"Bachelors","Advanced Degree","1","1",15,70,32.5,35.51,"1",FALSE,FALSE,8,12,0.11,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4991","Public","White","Two Parents",-0.43,"Attend PS/Associate's","Advanced Degree","1","1",15,70,32.5,57.25,"3",FALSE,TRUE,7,10,0.17,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4992","Public","White","Two Parents",0.26,"Attend PS/Associate's","Bachelor's","1","1",15,70,32.5,60.07,"3",FALSE,TRUE,7,8,0.35,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4993","Public","White","Two Parents",-0.02,"Attend PS/Associate's","Bachelor's","0","0",15,70,32.5,47.04,"3",FALSE,FALSE,5,8,0.03,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4994","Public","API","Two Parents",0.06,"Advanced Degree","Bachelor's","1","1",15,70,32.5,42.04,"2",FALSE,FALSE,12,6,0.2,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4995","Public","White","Single/Absent Parent",-0.44,"Attend PS/Associate's","Advanced Degree","1","1",15,70,32.5,60.8,"4",FALSE,FALSE,6,12,0.83,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4996","Public","Black","Two Parents",-0.71,"Attend PS/Associate's","Advanced Degree","0","1",15,70,32.5,50.92,"4",FALSE,TRUE,5,12,0.58,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4997","Public","White","Single/Absent Parent",0.32,"Bachelors","Advanced Degree","0","0",15,70,32.5,66.37,"3",FALSE,TRUE,8,12,0.28,1,2,1,1,1,1,1,1,1,"<=30%",FALSE
"4998","Public","Hispanic","Single/Absent Parent",0.12,"Bachelors","Advanced Degree","1","1",12,100,31.5,61.26,"2",FALSE,TRUE,8,12,0.36,1,1,1,1,1,2,1,1,1,"<=5%",FALSE
"4999","Public","White","Two Parents",0.64,"Bachelors","Bachelor's","1","1",12,100,31.5,39.99,"4",FALSE,TRUE,8,8,1.25,1,2,2,2,4,3,3,3,3,"<=5%",FALSE
"5000","Public","White","Two Parents",0.75,"Bachelors","Advanced Degree","1","1",12,100,31.5,67.25,"3",FALSE,TRUE,8,12,0.3,1,1,1,2,2,1,1,1,1,"<=5%",FALSE
"5001","Public","White","Single/Absent Parent",1.22,"Advanced Degree","Advanced Degree","1","1",12,100,31.5,57.71,"4",FALSE,TRUE,10,10,1.01,1,1,1,1,1,1,1,1,1,"<=5%",FALSE
"5002","Public","White","Two Parents",0.85,"Bachelors","Advanced Degree","1","1",12,100,31.5,53.35,"4",FALSE,TRUE,8,10,0.55,3,3,3,3,3,3,4,2,3,"<=5%",FALSE
"5003","Public","White","Two Parents",1.37,"Advanced Degree","Advanced Degree","1","1",12,100,31.5,55.46,"3",FALSE,TRUE,10,10,0.21,1,2,1,1,1,1,1,1,1,"<=5%",FALSE
"5004","Public","API","Two Parents",0.2,"Attend PS/Associate's","Advanced Degree","1","1",12,100,31.5,54.02,"4",FALSE,TRUE,6,10,1.26,1,1,1,2,2,2,2,2,1,"<=5%",FALSE
